,mut_NB_f4,mut_NB_f5
g14789,0,0
g14790,0,0
g14791,100,138
g14792,110,105
g14793,7,8
g14794,1,1
g14795,3105,2641
g14796,1,0
g14797,0,0
g14798,0,0
g14799,0,1
g14800,28,18
g14801,2,3
g14802,0,1
g14803,19,14
g14804,139,89
g14805,264,125
g14806,1071,520
g14807,0,5
g14808,0,0
g14809,0,0
g14810,159,124
g14811,112,126
g14812,0,0
g14813,27,26
g14814,0,1
g14815,294,179
g14816,82,73
g14817,111,106
g14818,2,1
g14819,0,0
g14820,54,48
g14821,5,3
g14822,337,235
g14823,3341,2445
g14824,3,0
g14825,0,0
g14826,156,116
g14827,94,81
g14828,21,11
g14829,0,1
g14830,5,16
g14831,0,0
g14832,1,5
g14833,0,0
g14834,0,0
g14835,3,0
g14836,39,109
g14837,560,1599
g14838,63,180
g14839,359,405
g14840,622,329
g14841,181,15
g14842,10,6
g14843,127,197
g14844,1429,1129
g14845,103,123
g14846,1470,1411
g14847,9,17
g14848,275,347
g14849,1242,1057
g14850,106,117
g14851,274,277
g14852,2,0
g14853,0,0
g14854,26,31
g14855,185,157
g14856,9,16
g14857,122,109
g14858,192,199
g14859,1,0
g14860,677,359
g14861,0,0
g14862,266,246
g14863,3,2
g14864,1409,2302
g14865,423,359
g14866,71,46
g14867,163,131
g14868,1,2
g14869,154,123
g14870,1,1
g14871,0,1
g14872,0,0
g14873,583,421
g14874,1,1
g14875,0,0
g14876,23,27
g14877,0,2
g14878,486,675
g14879,11,37
g14880,3,3
g14881,6,6
g14882,1,1
g14883,2527,2154
g14884,34,25
g14885,116,91
g14886,0,0
g14887,621,524
g14888,56,75
g14889,0,0
g14890,3515,2480
g14891,1372,1107
g14892,436,404
g14893,767,625
g14894,5,4
g14895,2,3
g14896,92,72
g14897,0,1
g14898,0,1
g14899,0,0
g14900,2,0
g14901,33,67
g14902,8,5
g14903,2,0
g14904,33,17
g14905,34,27
g14906,1021,717
g14907,8,13
g14908,4,10
g14909,51,74
g14910,0,0
g14911,1,1
g14912,1,0
g14913,0,5
g14914,217,241
g14915,483,641
g14916,563,520
g14917,269,219
g14918,1,0
g14919,1749,1716
g14920,80,69
g14921,0,0
g14922,83,101
g14923,234,247
g14924,143,112
g14925,1075,815
g14926,241,233
g14927,0,1
g14928,18,24
g14929,1,1
g14930,39,28
g14931,261,193
g14932,16,7
g14933,391,262
g14934,3,0
g14935,0,0
g14936,0,2
g14937,0,0
g14938,0,0
g14939,0,0
g14940,0,0
g14941,0,0
g14942,12,17
g14943,1,3
g14944,1430,1113
g14945,97,89
g14946,424,463
g14947,34,74
g14948,5,2
g14949,980,712
g14950,2,0
g14951,0,1
g14952,2,8
g14953,317,238
g14954,8,9
g14955,285,210
g14956,36,31
g14957,2902,1621
g14958,1505,789
g14959,635,562
g14960,28,13
g14961,0,0
g14962,28,14
g14963,0,0
g14964,0,0
g14965,0,0
g14966,1,0
g14967,22,12
g14968,318,246
g14969,0,0
g14970,0,0
g14971,41,30
g14972,1123,924
g14973,0,0
g14974,0,0
g14975,215,148
g14976,15,18
g14977,289,271
g14978,40,27
g14979,1,1
g14980,0,0
g14981,1,1
g14982,0,0
g14983,1,0
g14984,0,0
g14985,0,0
g14986,4,6
g14987,0,0
g14988,0,0
g14989,0,0
g14990,0,0
g14991,0,1
g14992,108,82
g14993,11,21
g14994,1,0
g14995,418,372
g14996,5,0
g14997,313,289
g14998,12,4
g14999,2,2
g15000,408,351
g15001,0,0
g15002,102,89
g15003,752,440
g15004,9,8
g15005,0,3
g15006,49,50
g15007,21,28
g15008,14,58
g15009,16,12
g15010,75,61
g15011,5,1
g15012,10,13
g15013,0,0
g15014,0,0
g15015,14,8
g15016,7,16
g15017,78,83
g15018,0,1
g15019,1,2
g15020,0,0
g15021,0,1
g15022,0,0
g15023,0,0
g15024,0,0
g15025,0,0
g15026,277,224
g15027,2,2
g15028,0,0
g15029,14,23
g15030,59,85
g15031,1545,1501
g15032,14,18
g15033,1642,1066
g15034,18,17
g15035,1,2
g15036,3526,2387
g15037,585,480
g15038,12,9
g15039,1152,1255
g15040,611,432
g15041,29,22
g15042,0,0
g15043,0,0
g15044,68,96
g15045,2299,2289
g15046,669,556
g15047,48,88
g15048,1772,1556
g15049,20,21
g15050,2,0
g15051,3,3
g15052,2421,2369
g15053,44,36
g15054,7,15
g15055,1,0
g15056,14,6
g15057,70,51
g15058,3,1
g15059,0,0
g15060,12,9
g15061,0,22
g15062,0,0
g15063,0,0
g15064,1280,959
g15065,1,0
g15066,705,637
g15067,0,0
g15068,138,141
g15069,9,9
g15070,1,3
g15071,1,4
g15072,8,5
g15073,431,364
g15074,4099,3205
g15075,302,215
g15076,274,175
g15077,408,346
g15078,1138,595
g15079,55,47
g15080,1,1
g15081,0,0
g15082,1,0
g15083,127,111
g15084,183,207
g15085,0,0
g15086,92,68
g15087,0,0
g15088,477,419
g15089,43,33
g15090,0,1
g15091,0,0
g15092,2,0
g15093,0,1
g15094,659,722
g15095,9,20
g15096,1185,1240
g15097,368,378
g15098,2586,2292
g15099,1166,1072
g15100,11,3
g15101,9,6
g15102,0,0
g15103,3,0
g15104,102,81
g15105,222,207
g15106,1772,1674
g15107,9457,7452
g15108,131,85
g15109,3,2
g15110,3484,4426
g15111,478,542
g15112,627,483
g15113,615,581
g15114,99,61
g15115,1,1
g15116,1105,907
g15117,407,417
g15118,0,0
g15119,9,10
g15120,191,136
g15121,56,44
g15122,470,447
g15123,171,134
g15124,406,285
g15125,1780,1453
g15126,196,147
g15127,473,402
g15128,0,0
g15129,1,0
g15130,4,3
g15131,418,320
g15132,228,188
g15133,16,21
g15134,3778,2867
g15135,741,568
g15136,132,79
g15137,1,0
g15138,12,10
g15139,8,4
g15140,103,114
g15141,203,135
g15142,102,99
g15143,325,437
g15144,2745,1778
g15145,1137,751
g15146,321,299
g15147,1787,1323
g15148,49,26
g15149,80,33
g15150,4351,3330
g15151,48,38
g15152,38,41
g15153,359,328
g15154,32,35
g15155,348,324
g15156,432,328
g15157,107,112
g15158,1362,690
g15159,5,4
g15160,496,370
g15161,38,25
g15162,532,343
g15163,24,20
g15164,1282,1245
g15165,583,417
g15166,67,57
g15167,25,13
g15168,2291,2070
g15169,318,242
g15170,78,39
g15171,0,0
g15172,547,514
g15173,29,17
g15174,42,30
g15175,11,14
g15176,292,219
g15177,6,3
g15178,397,333
g15179,170,159
g15180,52,25
g15181,479,484
g15182,71,26
g15183,419,269
g15184,5,5
g15185,270,253
g15186,420,344
g15187,673,639
g15188,26,16
g15189,11,7
g15190,6112,4828
g15191,4610,4346
g15192,0,0
g15193,15,11
g15194,29,20
g15195,0,0
g15196,117,48
g15197,5,1
g15198,4,1
g15199,77,8
g15200,722,423
g15201,6,0
g15202,0,0
g15203,1,0
g15204,0,0
g15205,190,196
g15206,35791,34394
g15207,17,34
g15208,1,3
g15209,0,0
g15210,0,0
g15211,0,1
g15212,0,0
g15213,74,78
g15214,299,106
g15215,5020,3199
g15216,229,48
g15217,31,1
g15218,252,50
g15219,845,489
g15220,32,16
g15221,15,10
g15222,8,9
g15223,8375,2958
g15224,88,40
g15225,3055,1210
g15226,426,42
g15227,156,733
g15228,1,0
g15229,2611,105
g15230,9447,6232
g15231,9183,6677
g15232,8595,5906
g15233,13356,9073
g15234,6888,5266
g15235,3477,2379
g15236,3634,3198
g15237,5741,4172
g15238,4020,3187
g15239,7997,4667
g15240,2314,1229
g15241,15787,16035
g15242,4011,2398
g15243,10342,8310
g15244,14,0
g15245,17,4
g15246,716,451
g15247,49,19
g15248,56,14
g15249,11,1
g15250,22437,15062
g15251,41166,31731
g15252,25096,20012
g15253,1,6
g15254,61,51
g15255,133175,88271
g15256,215548,212620
g15257,95306,87757
g15258,117739,82050
g15259,21083,6325
g15260,909,2643
g15261,4,6
g15262,1688,1769
g15263,746,755
g15264,0,0
g15265,0,0
g15266,0,0
g15267,0,0
g15268,0,0
g15269,0,0
g15270,0,0
g15271,0,0
g15272,65,52
g15273,8028,7710
g15274,19,13
g15275,653,619
g15276,26,16
g15277,0,0
g15278,4,0
g15279,1,1
g15280,344,220
g15281,4,2
g15282,37,20
g15283,587,460
g15284,2,6
g15285,6144,4003
g15286,72,41
g15287,8,14
g15288,2996,2113
g15289,184,203
g15290,1229,996
g15291,72,164
g15292,100,113
g15293,26,41
g15294,646,534
g15295,97,75
g15296,499,360
g15297,5,2
g15298,1615,1231
g15299,1354,1023
g15300,385,306
g15301,40,16
g15302,129,127
g15303,16,11
g15304,31,19
g15305,2,0
g15306,52,43
g15307,1003,709
g15308,39,24
g15309,72,68
g15310,1209,1087
g15311,72,51
g15312,2111,1878
g15313,94,100
g15314,2457,1768
g15315,5474,3375
g15316,2,1
g15317,40,29
g15318,470,383
g15319,0,0
g15320,0,0
g15321,0,0
g15322,390,320
g15323,7,7
g15324,118,64
g15325,0,0
g15326,83,77
g15327,538,417
g15328,305,237
g15329,2130,1578
g15330,74,69
g15331,1796,2221
g15332,287,209
g15333,633,540
g15334,210,151
g15335,192,172
g15336,19,10
g15337,206,46
g15338,3,4
g15339,162,83
g15340,63,30
g15341,327,375
g15342,0,0
g15343,40,38
g15344,127,81
g15345,326,329
g15346,74,50
g15347,43,40
g15348,63,78
g15349,4,2
g15350,74,79
g15351,20,15
g15352,70,80
g15353,13,15
g15354,0,3
g15355,0,0
g15356,0,0
g15357,26,15
g15358,483,498
g15359,2,2
g15360,558,455
g15361,2,10
g15362,0,0
g15363,0,0
g15364,0,0
g15365,0,0
g15366,137,118
g15367,1,2
g15368,0,0
g15369,3,1
g15370,5,5
g15371,1162,1090
g15372,4645,4441
g15373,34,15
g15374,2,0
g15375,16,12
g15376,4,2
g15377,241,300
g15378,103,72
g15379,12,6
g15380,5559,3629
g15381,333,201
g15382,212,177
g15383,269,228
g15384,266,207
g15385,17,11
g15386,0,0
g15387,78,83
g15388,244,235
g15389,0,0
g15390,7,3
g15391,135,80
g15392,215,117
g15393,15,5
g15394,0,0
g15395,173,167
g15396,28,31
g15397,168,204
g15398,152,153
g15399,0,0
g15400,475,430
g15401,0,0
g15402,7611,7580
g15403,0,0
g15404,0,0
g15405,151,126
g15406,255,495
g15407,6,8
g15408,0,0
g15409,0,0
g15410,0,0
g15411,0,0
g15412,0,0
g15413,0,0
g15414,0,0
g15415,2,2
g15416,2,0
g15417,0,0
g15418,55,34
g15419,12,16
g15420,45,26
g15421,0,0
g15422,377,280
g15423,234,195
g15424,0,0
g15425,3,1
g15426,2111,1659
g15427,1,3
g15428,29,27
g15429,87,65
g15430,40,38
g15431,2149,1993
g15432,6,4
g15433,1605,1266
g15434,1182,830
g15435,189,143
g15436,319,238
g15437,0,0
g15438,38,27
g15439,451,340
g15440,1,0
g15441,25,26
g15442,0,0
g15443,8,9
g15444,1,0
g15445,0,29
g15446,0,0
g15447,206,222
g15448,3520,3386
g15449,1671,1797
g15450,12,6
g15451,642,557
g15452,295,284
g15453,893,656
g15454,1,1
g15455,22,32
g15456,2857,2429
g15457,221,169
g15458,19,12
g15459,165,123
g15460,7,8
g15461,12,8
g15462,448,399
g15463,117,106
g15464,315,286
g15465,611,746
g15466,0,0
g15467,453,557
g15468,246,348
g15469,3,2
g15470,3,3
g15471,6,7
g15472,24,26
g15473,31,29
g15474,1,8
g15475,95,94
g15476,252,233
g15477,36,35
g15478,841,932
g15479,0,0
g15480,0,2
g15481,2,15
g15482,165,134
g15483,80,38
g15484,95,70
g15485,0,0
g15486,6,4
g15487,4,1
g15488,639,575
g15489,350,411
g15490,16,12
g15491,0,1
g15492,0,2
g15493,0,0
g15494,0,0
g15495,0,0
g15496,0,1
g15497,174,134
g15498,448,313
g15499,813,602
g15500,340,283
g15501,125,93
g15502,22,13
g15503,0,0
g15504,7,5
g15505,5,2
g15506,0,0
g15507,1,2
g15508,0,0
g15509,0,0
g15510,0,0
g15511,0,0
g15512,62,57
g15513,33,29
g15514,233,262
g15515,15,14
g15516,31,12
g15517,0,0
g15518,1,9
g15519,2910,1929
g15520,1434,1121
g15521,236,303
g15522,0,0
g15523,169,146
g15524,1,0
g15525,619,557
g15526,555,369
g15527,0,0
g15528,26,48
g15529,0,0
g15530,70,76
g15531,68,82
g15532,14,30
g15533,231,157
g15534,2,3
g15535,3506,3275
g15536,0,1
g15537,127,63
g15538,393,293
g15539,63,43
g15540,3,3
g15541,57,41
g15542,3965,3793
g15543,75,50
g15544,5,1
g15545,17,11
g15546,130,104
g15547,4679,3870
g15548,2126,2188
g15549,29,24
g15550,2,0
g15551,366,298
g15552,505,498
g15553,100,117
g15554,254,301
g15555,16,8
g15556,439,286
g15557,439,295
g15558,2,2
g15559,517,340
g15560,5,5
g15561,1273,1012
g15562,1,0
g15563,53,46
g15564,0,0
g15565,1,1
g15566,150,118
g15567,1460,1227
g15568,10,7
g15569,163,100
g15570,0,0
g15571,0,0
g15572,0,0
g15573,0,0
g15574,0,0
g15575,0,0
g15576,0,0
g15577,0,0
g15578,0,0
g15579,0,0
g15580,0,0
g15581,1,1
g15582,192,149
g15583,0,1
g15584,40,37
g15585,0,0
g15586,4,3
g15587,44,47
g15588,120,104
g15589,1512,1151
g15590,56,46
g15591,10,17
g15592,3,1
g15593,37,20
g15594,87,65
g15595,121,114
g15596,84,50
g15597,122,64
g15598,39,25
g15599,493,451
g15600,322,240
g15601,389,381
g15602,153,138
g15603,411,736
g15604,32,40
g15605,0,0
g15606,3,3
g15607,0,0
g15608,75,27
g15609,0,0
g15610,0,1
g15611,3,8
g15612,310,223
g15613,0,0
g15614,22,22
g15615,157,91
g15616,88,58
g15617,1769,1214
g15618,3,3
g15619,1,4
g15620,0,1
g15621,3,0
g15622,3362,3172
g15623,2169,1945
g15624,1675,1113
g15625,20,14
g15626,63,84
g15627,7,2
g15628,298,272
g15629,0,0
g15630,1,0
g15631,175,136
g15632,614,540
g15633,24,29
g15634,1,1
g15635,14,6
g15636,0,4
g15637,172,167
g15638,178,172
g15639,994,724
g15640,4,5
g15641,16,40
g15642,272,197
g15643,172,112
g15644,12,6
g15645,168,125
g15646,14,5
g15647,5,5
g15648,0,0
g15649,0,1
g15650,0,0
g15651,0,0
g15652,1,0
g15653,20,20
g15654,6,1
g15655,2,1
g15656,893,561
g15657,20,21
g15658,0,0
g15659,1,2
g15660,68,77
g15661,0,0
g15662,0,0
g15663,1,0
g15664,0,0
g15665,0,0
g15666,109,80
g15667,0,0
g15668,23,16
g15669,8,5
g15670,658,640
g15671,26,18
g15672,1,0
g15673,0,0
g15674,0,1
g15675,6,12
g15676,1,0
g15677,0,0
g15678,2226,1886
g15679,12,4
g15680,0,0
g15681,0,0
g15682,3,7
g15683,98,179
g15684,1,0
g15685,104,117
g15686,21,15
g15687,9,1
g15688,638,552
g15689,3,3
g15690,1,0
g15691,198,220
g15692,27,49
g15693,1009,731
g15694,214,53
g15695,1232,1663
g15696,0,0
g15697,0,0
g15698,29,45
g15699,731,700
g15700,121,124
g15701,3,24
g15702,0,0
g15703,542,444
g15704,240,182
g15705,324,300
g15706,71,51
g15707,104,89
g15708,213,196
g15709,3,7
g15710,187,213
g15711,1076,976
g15712,4,0
g15713,0,0
g15714,0,0
g15715,12,20
g15716,123,75
g15717,0,3
g15718,2,1
g15719,0,5
g15720,277,197
g15721,223,193
g15722,3679,2634
g15723,88,56
g15724,0,1
g15725,625,522
g15726,0,0
g15727,508,704
g15728,6,8
g15729,0,0
g15730,1,1
g15731,0,0
g15732,948,794
g15733,4,7
g15734,0,0
g15735,0,1
g15736,28,12
g15737,5,3
g15738,109,110
g15739,124,116
g15740,280,319
g15741,0,0
g15742,0,1
g15743,25,24
g15744,432,206
g15745,1,1
g15746,3,1
g15747,123,82
g15748,9820,4853
g15749,493,45
g15750,1364,691
g15751,5,1
g15752,3,3
g15753,298,260
g15754,430,353
g15755,727,568
g15756,4,1
g15757,0,0
g15758,2131,1541
g15759,494,296
g15760,0,0
g15761,0,1
g15762,0,0
g15763,18,49
g15764,89,69
g15765,3011,2840
g15766,1,0
g15767,9,7
g15768,1,2
g15769,1,0
g15770,2,0
g15771,110,72
g15772,263,176
g15773,792,676
g15774,3,3
g15775,0,0
g15776,0,0
g15777,229,272
g15778,16,5
g15779,317,280
g15780,589,541
g15781,1509,1215
g15782,343,205
g15783,2499,2311
g15784,2,1
g15785,0,0
g15786,1,0
g15787,3,4
g15788,5,1
g15789,23,30
g15790,1483,1475
g15791,79,124
g15792,9,24
g15793,76,89
g15794,348,157
g15795,4,3
g15796,17,21
g15797,0,0
g15798,291,343
g15799,116,97
g15800,71,49
g15801,1,1
g15802,23,10
g15803,1,4
g15804,8,5
g15805,0,0
g15806,362,363
g15807,33,50
g15808,28,31
g15809,122,134
g15810,215,212
g15811,0,0
g15812,6,2
g15813,0,0
g15814,0,0
g15815,214,169
g15816,370,366
g15817,8556,7160
g15818,3,2
g15819,30,20
g15820,0,0
g15821,0,0
g15822,2,3
g15823,8,0
g15824,3,0
g15825,3,9
g15826,9,34
g15827,330,309
g15828,956,764
g15829,24,27
g15830,80,36
g15831,425,271
g15832,931,808
g15833,4,7
g15834,0,0
g15835,345,365
g15836,4,1
g15837,5,3
g15838,0,0
g15839,1,0
g15840,3,3
g15841,1,1
g15842,5,1
g15843,438,239
g15844,3,2
g15845,3,5
g15846,664,226
g15847,0,1
g15848,0,0
g15849,0,0
g15850,42,36
g15851,48,26
g15852,0,0
g15853,0,0
g15854,170,148
g15855,3,0
g15856,0,0
g15857,0,4
g15858,1,4
g15859,1,0
g15860,503,367
g15861,2,4
g15862,224,172
g15863,27,16
g15864,2182,974
g15865,1225,1008
g15866,212,207
g15867,10,5
g15868,0,0
g15869,2,1
g15870,0,0
g15871,651,503
g15872,0,0
g15873,0,0
g15874,0,0
g15875,0,0
g15876,0,0
g15877,170,155
g15878,184,183
g15879,0,0
g15880,48,27
g15881,4,2
g15882,2631,1784
g15883,68,20
g15884,551,508
g15885,403,231
g15886,2101,1926
g15887,1485,1044
g15888,205,514
g15889,1379,1117
g15890,0,0
g15891,84,36
g15892,7,3
g15893,73,40
g15894,0,0
g15895,187,178
g15896,565,440
g15897,10,17
g15898,0,0
g15899,1,2
g15900,1,0
g15901,1397,1165
g15902,0,0
g15903,1168,1135
g15904,25,7
g15905,449,398
g15906,124,82
g15907,0,1
g15908,0,0
g15909,0,0
g15910,0,0
g15911,50,24
g15912,26,21
g15913,380,315
g15914,22,26
g15915,8,2
g15916,0,0
g15917,3265,3705
g15918,45,36
g15919,194,166
g15920,277,164
g15921,1371,1026
g15922,7494,5975
g15923,32,18
g15924,657,577
g15925,35,35
g15926,26,32
g15927,7,6
g15928,2,1
g15929,58,60
g15930,0,0
g15931,1,1
g15932,38,29
g15933,62,45
g15934,12,8
g15935,34,27
g15936,5,5
g15937,1,0
g15938,14,31
g15939,3,4
g15940,0,1
g15941,215,170
g15942,134,109
g15943,1,0
g15944,1,0
g15945,43,33
g15946,1,0
g15947,10,10
g15948,133,96
g15949,75,49
g15950,321,287
g15951,4,11
g15952,12,14
g15953,2,3
g15954,422,393
g15955,60,62
g15956,276,246
g15957,0,0
g15958,0,0
g15959,3,2
g15960,42,43
g15961,2066,1770
g15962,0,3
g15963,0,0
g15964,107,102
g15965,20,20
g15966,226,169
g15967,47,48
g15968,1137,862
g15969,54,69
g15970,19,4
g15971,87,57
g15972,2,0
g15973,131,98
g15974,2,5
g15975,62,48
g15976,0,0
g15977,6,1
g15978,2,0
g15979,250,198
g15980,0,0
g15981,1,0
g15982,49,47
g15983,0,0
g15984,14,12
g15985,0,1
g15986,1069,745
g15987,36,45
g15988,20,33
g15989,449,622
g15990,36,52
g15991,0,0
g15992,274,224
g15993,1412,1303
g15994,37,25
g15995,32,31
g15996,92,234
g15997,47,24
g15998,230,213
g15999,2,1
g16000,2,0
g16001,144,104
g16002,5,5
g16003,1648,1569
g16004,159,122
g16005,7,8
g16006,0,4
g16007,0,0
g16008,448,404
g16009,532,536
g16010,302,212
g16011,47,29
g16012,1,2
g16013,0,0
g16014,43,37
g16015,981,651
g16016,0,0
g16017,0,0
g16018,204,93
g16019,9,3
g16020,80,58
g16021,2,2
g16022,4,14
g16023,1,0
g16024,0,1
g16025,0,0
g16026,0,0
g16027,121,74
g16028,55,22
g16029,283,249
g16030,28,16
g16031,126,102
g16032,0,0
g16033,0,0
g16034,0,0
g16035,260,249
g16036,8,0
g16037,100,79
g16038,3,3
g16039,578,484
g16040,711,860
g16041,0,1
g16042,3,0
g16043,1838,1420
g16044,1225,884
g16045,776,672
g16046,0,0
g16047,3,5
g16048,6984,7245
g16049,634,642
g16050,2789,2190
g16051,858,863
g16052,820,817
g16053,812,624
g16054,68,49
g16055,78,97
g16056,57,23
g16057,6,6
g16058,0,1
g16059,17,9
g16060,65,56
g16061,7,2
g16062,2,4
g16063,26,22
g16064,77,87
g16065,654,512
g16066,1,2
g16067,354,366
g16068,68,27
g16069,33,15
g16070,11,9
g16071,0,0
g16072,0,0
g16073,0,0
g16074,0,0
g16075,0,0
g16076,0,0
g16077,0,0
g16078,0,0
g16079,0,0
g16080,0,0
g16081,0,0
g16082,0,0
g16083,0,0
g16084,0,0
g16085,0,0
g16086,0,0
g16087,0,0
g16088,0,0
g16089,0,0
g16090,0,0
g16091,0,0
g16092,0,0
g16093,0,0
g16094,0,0
g16095,0,0
g16096,0,0
g16097,0,0
g16098,0,0
g16099,0,0
g16100,0,0
g16101,0,0
g16102,0,0
g16103,0,0
g16104,0,0
g16105,0,0
g16106,0,0
g16107,0,0
g16108,0,0
g16109,0,0
g16110,0,3
g16111,473,558
g16112,138,115
g16113,4,4
g16114,263,231
g16115,873,864
g16116,306,228
g16117,399,376
g16118,338,325
g16119,2609,1812
g16120,557,522
g16121,9,9
g16122,570,636
g16123,3,7
g16124,238,167
g16125,21,6
g16126,2,0
g16127,17862,15654
g16128,25,20
g16129,16,4
g16130,1,1
g16131,1,2
g16132,294,242
g16133,895,461
g16134,818,613
g16135,3384,2224
g16136,1602,1365
g16137,224,206
g16138,16,16
g16139,0,5
g16140,56,62
g16141,0,0
g16142,11,8
g16143,0,0
g16144,0,0
g16145,2,1
g16146,0,0
g16147,0,0
g16148,0,0
g16149,0,0
g16150,0,0
g16151,0,0
g16152,0,0
g16153,17,22
g16154,9,9
g16155,0,0
g16156,726,717
g16157,373,157
g16158,18,10
g16159,895,786
g16160,1,1
g16161,21,30
g16162,3,0
g16163,0,0
g16164,0,0
g16165,0,0
g16166,549,363
g16167,124,139
g16168,581,387
g16169,22,10
g16170,124,76
g16171,123,136
g16172,84,104
g16173,1433,899
g16174,3,7
g16175,74,53
g16176,104,82
g16177,781,468
g16178,591,825
g16179,790,658
g16180,0,0
g16181,0,0
g16182,0,0
g16183,5,4
g16184,2,1
g16185,0,1
g16186,0,1
g16187,60,32
g16188,106,92
g16189,355,296
g16190,866,633
g16191,316,207
g16192,0,0
g16193,39,48
g16194,26,25
g16195,198,264
g16196,115,92
g16197,221,218
g16198,6,3
g16199,35,36
g16200,217,143
g16201,2,3
g16202,11,10
g16203,12,9
g16204,22,40
g16205,223,233
g16206,65,79
g16207,86,92
g16208,1,7
g16209,884,654
g16210,949,869
g16211,0,0
g16212,83,94
g16213,0,0
g16214,315,307
g16215,50,45
g16216,33,27
g16217,1,1
g16218,8,4
g16219,7,4
g16220,0,0
g16221,1,0
g16222,0,1
g16223,163,137
g16224,5,7
g16225,0,0
g16226,224,242
g16227,658,511
g16228,1,3
g16229,0,0
g16230,0,0
g16231,0,0
g16232,0,0
g16233,112,89
g16234,0,0
g16235,0,0
g16236,0,0
g16237,0,0
g16238,0,0
g16239,0,0
g16240,0,0
g16241,75,63
g16242,528,281
g16243,0,0
g16244,0,4
g16245,621,420
g16246,166,159
g16247,11,7
g16248,91,58
g16249,2,0
g16250,0,1
g16251,25,26
g16252,279,271
g16253,8,5
g16254,1,0
g16255,3708,3502
g16256,0,0
g16257,13958,12940
g16258,3,5
g16259,6,9
g16260,440,333
g16261,168,185
g16262,106,61
g16263,499,441
g16264,0,0
g16265,3,2
g16266,619,394
g16267,2,0
g16268,1457,1061
g16269,1,1
g16270,0,0
g16271,31,26
g16272,3,2
g16273,83,56
g16274,2,6
g16275,1402,1187
g16276,0,0
g16277,48,50
g16278,2,3
g16279,28,37
g16280,0,0
g16281,0,1
g16282,2358,1804
g16283,0,1
g16284,1167,1410
g16285,83,76
g16286,85,87
g16287,26,26
g16288,4207,3165
g16289,33,27
g16290,6665,6204
g16291,1619,1305
g16292,310,116
g16293,203,147
g16294,354,183
g16295,4236,2690
g16296,0,0
g16297,0,0
g16298,0,0
g16299,0,0
g16300,0,0
g16301,0,0
g16302,0,0
g16303,0,0
g16304,0,0
g16305,0,0
g16306,0,0
g16307,0,0
g16308,0,0
g16309,0,0
g16310,0,0
g16311,0,0
g16312,0,0
g16313,0,0
g16314,0,0
g16315,0,0
g16316,0,0
g16317,0,0
g16318,2,0
g16319,23,13
g16320,1527,988
g16321,1086,1045
g16322,1389,834
g16323,51,44
g16324,197,117
g16325,1,0
g16326,3,6
g16327,895,652
g16328,18,14
g16329,95,159
g16330,299,230
g16331,5,4
g16332,12,11
g16333,290,297
g16334,2,0
g16335,4,2
g16336,349,156
g16337,6,0
g16338,2471,778
g16339,8,5
g16340,13,3
g16341,65,53
g16342,0,5
g16343,53,21
g16344,465,351
g16345,158,140
g16346,31,18
g16347,0,0
g16348,0,0
g16349,3,2
g16350,1,1
g16351,956,481
g16352,2,5
g16353,22,11
g16354,7,7
g16355,35,18
g16356,5,1
g16357,41,47
g16358,121,122
g16359,2052,1989
g16360,297,270
g16361,15,31
g16362,1,1
g16363,0,0
g16364,0,0
g16365,0,0
g16366,0,0
g16367,0,0
g16368,0,0
g16369,0,0
g16370,2,4
g16371,0,0
g16372,0,0
g16373,0,0
g16374,0,0
g16375,0,0
g16376,0,0
g16377,3,1
g16378,600,422
g16379,80,106
g16380,63,84
g16381,0,1
g16382,28,8
g16383,587,571
g16384,175,139
g16385,1,1
g16386,969,813
g16387,125,96
g16388,1039,932
g16389,0,1
g16390,55,94
g16391,1320,959
g16392,0,0
g16393,178,108
g16394,196,205
g16395,116,119
g16396,78,47
g16397,152,144
g16398,29,23
g16399,205,126
g16400,1,1
g16401,34,49
g16402,2,1
g16403,143,153
g16404,76,54
g16405,0,1
g16406,44,52
g16407,904,1207
g16408,57,116
g16409,64,44
g16410,463,504
g16411,0,2
g16412,143,95
g16413,370,329
g16414,1,0
g16415,14,13
g16416,0,0
g16417,0,0
g16418,0,0
g16419,0,0
g16420,0,0
g16421,0,0
g16422,1,0
g16423,0,0
g16424,0,0
g16425,0,0
g16426,546,486
g16427,0,0
g16428,1,0
g16429,2,0
g16430,0,0
g16431,0,0
g16432,0,0
g16433,0,0
g16434,0,0
g16435,0,0
g16436,0,0
g16437,0,0
g16438,0,0
g16439,0,0
g16440,0,0
g16441,1,0
g16442,0,0
g16443,1,0
g16444,0,0
g16445,0,0
g16446,0,0
g16447,0,0
g16448,0,0
g16449,2,0
g16450,0,0
g16451,40,36
g16452,0,0
g16453,209,218
g16454,0,0
g16455,0,0
g16456,0,0
g16457,2,1
g16458,3,2
g16459,0,0
g16460,27,15
g16461,75,53
g16462,62,46
g16463,957,672
g16464,10,7
g16465,42,28
g16466,2,3
g16467,1,0
g16468,5,11
g16469,3,1
g16470,2,0
g16471,549,420
g16472,2,0
g16473,5758,1593
g16474,1,0
g16475,18,23
g16476,112,68
g16477,969,640
g16478,0,0
g16479,0,0
g16480,1,0
g16481,2,0
g16482,154,95
g16483,58,13
g16484,0,0
g16485,0,0
g16486,13,23
g16487,0,1
g16488,306,212
g16489,1,0
g16490,28,20
g16491,0,0
g16492,48,34
g16493,398,257
g16494,1,0
g16495,6,4
g16496,1,0
g16497,1,0
