,wt_NB_f5,wt_NB_f4
g24417,0,0
g24418,0,0
g24419,10,11
g24420,45,72
g24421,0,0
g24422,0,0
g24423,11,2
g24424,0,0
g24425,7,19
g24426,2,3
g24427,47,44
g24428,15,10
g24429,161,170
g24430,564,500
g24431,36,57
g24432,36,36
g24433,0,1
g24434,0,0
g24435,191,202
g24436,0,1
g24437,2,1
g24438,80,80
g24439,17,13
g24440,0,0
g24441,1,1
g24442,3,3
g24443,0,0
g24444,0,0
g24445,0,0
g24446,0,0
g24447,0,0
g24448,0,0
g24449,0,0
g24450,0,0
g24451,0,0
g24452,0,0
g24453,1,0
g24454,0,0
g24455,0,0
g24456,0,0
g24457,0,0
g24458,19,8
g24459,995,727
g24460,1534,1342
g24461,15,18
g24462,6,4
g24463,47,51
g24464,1265,2183
g24465,0,0
g24466,52,54
g24467,0,2
g24468,2,5
g24469,0,0
g24470,58,60
g24471,8,1
g24472,3,1
g24473,3,1
g24474,2,2
g24475,37,20
g24476,814,856
g24477,1,0
g24478,0,0
g24479,0,0
g24480,0,0
g24481,0,0
g24482,0,0
g24483,0,0
g24484,0,0
g24485,0,0
g24486,0,0
g24487,0,0
g24488,0,0
g24489,0,0
g24490,0,0
g24491,0,0
g24492,0,0
g24493,3,3
g24494,4,3
g24495,4,1
g24496,1,1
g24497,0,0
g24498,0,0
g24499,0,0
g24500,0,0
g24501,0,0
g24502,0,0
g24503,0,0
g24504,0,0
g24505,0,0
g24506,0,0
g24507,0,0
g24508,0,0
g24509,0,0
g24510,0,0
g24511,0,0
g24512,0,0
g24513,0,0
g24514,0,0
g24515,0,0
g24516,0,0
g24517,0,0
g24518,0,0
g24519,0,0
g24520,0,0
g24521,176,213
g24522,5,7
g24523,0,0
g24524,0,0
g24525,0,0
g24526,0,0
g24527,0,0
g24528,0,0
g24529,0,0
g24530,0,0
g24531,0,0
g24532,0,0
g24533,0,0
g24534,0,0
g24535,0,0
g24536,0,0
g24537,0,0
g24538,0,0
g24539,0,0
g24540,0,0
g24541,0,0
g24542,0,0
g24543,0,0
g24544,0,0
g24545,0,0
g24546,0,0
g24547,0,0
g24548,0,0
g24549,0,0
g24550,0,0
g24551,0,0
g24552,31,40
g24553,0,0
g24554,0,0
g24555,0,0
g24556,0,0
g24557,0,0
g24558,0,0
g24559,0,0
g24560,0,0
g24561,0,0
g24562,0,0
g24563,0,0
g24564,0,0
g24565,0,0
g24566,0,0
g24567,0,0
g24568,0,2
g24569,0,1
g24570,0,0
g24571,0,0
g24572,0,0
g24573,0,0
g24574,0,1
g24575,0,0
g24576,0,0
g24577,0,0
g24578,0,0
g24579,0,1
g24580,0,0
g24581,26,16
g24582,5,8
g24583,5,10
g24584,0,2
g24585,1,0
g24586,234,68
g24587,141,97
g24588,522,431
g24589,2,1
g24590,0,1
g24591,1,1
g24592,0,0
g24593,0,0
g24594,9,16
g24595,87,250
g24596,0,0
g24597,1,0
g24598,4,2
g24599,1,0
g24600,2,0
g24601,19,37
g24602,0,0
g24603,174,148
g24604,9,12
g24605,1220,1469
g24606,0,1
g24607,2,0
g24608,62,68
g24609,15,10
g24610,3616,4480
g24611,10,57
g24612,2457,3164
g24613,10,3
g24614,22,11
g24615,0,0
g24616,20523,22041
g24617,3785,2455
g24618,0,0
g24619,1,0
g24620,93,51
g24621,1270,1522
g24622,38,62
g24623,38,62
g24624,56,46
g24625,1,1
g24626,73,94
g24627,520,517
g24628,0,0
g24629,0,4
g24630,214,240
g24631,15,37
g24632,97,100
g24633,77,54
g24634,189,144
g24635,345,213
g24636,201,152
g24637,505,601
g24638,4,0
g24639,900,609
g24640,56,92
g24641,224,217
g24642,572,813
g24643,49,56
g24644,0,0
g24645,0,1
g24646,39,26
g24647,1037,726
g24648,7,4
g24649,1923,1842
g24650,4,3
g24651,114,122
g24652,135,100
g24653,1326,1095
g24654,225,328
g24655,9,4
g24656,1,4
g24657,672,672
g24658,3,5
g24659,1385,1486
g24660,31,30
g24661,4,8
g24662,11,15
g24663,1137,1085
g24664,1524,1704
g24665,20,18
g24666,13,5
g24667,27,12
g24668,2,2
g24669,5337,4234
g24670,48,21
g24671,22,8
g24672,15,14
g24673,196,251
g24674,3599,6064
g24675,153,79
g24676,3,0
g24677,0,0
g24678,2,4
g24679,236,166
g24680,76,97
g24681,357,289
g24682,312,296
g24683,400,440
g24684,48,54
g24685,4046,4541
g24686,88,61
g24687,590,427
g24688,241,165
g24689,1,0
g24690,0,0
g24691,1,0
g24692,1,0
g24693,0,0
g24694,331,328
g24695,72,49
g24696,0,0
g24697,0,0
g24698,0,0
g24699,168,166
g24700,25,28
g24701,13,19
g24702,91,140
g24703,0,0
g24704,0,0
g24705,256,277
g24706,310,384
g24707,59,47
g24708,3,0
g24709,612,621
g24710,0,0
g24711,0,0
g24712,71,38
g24713,308,363
g24714,0,1
g24715,0,0
g24716,0,0
g24717,0,5
g24718,4,2
g24719,108,65
g24720,9,4
g24721,160,146
g24722,595,591
g24723,48,34
g24724,31,39
g24725,1,0
g24726,993,1326
g24727,135,99
g24728,137,99
g24729,103,83
g24730,126,102
g24731,3,3
g24732,140,132
g24733,13,23
g24734,16,17
g24735,5,1
g24736,39,33
g24737,110,108
g24738,57,53
g24739,351,304
g24740,247,393
g24741,95,99
g24742,0,2
g24743,0,0
g24744,0,0
g24745,1,0
g24746,0,0
g24747,0,1
g24748,0,1
g24749,0,0
g24750,5,12
g24751,0,1
g24752,0,0
g24753,98,84
g24754,8,4
g24755,892,726
g24756,443,266
g24757,0,0
g24758,0,0
g24759,0,0
g24760,333,274
g24761,2,1
g24762,2099,2824
g24763,78,79
g24764,1,2
g24765,205,246
g24766,333,335
g24767,1121,927
g24768,1214,1495
g24769,0,1
g24770,99,139
g24771,3,7
g24772,54,116
g24773,1360,2170
g24774,0,6
g24775,2,2
g24776,0,0
g24777,0,0
g24778,39,95
g24779,3,5
g24780,46,11
g24781,239,159
g24782,4802,6204
g24783,532,598
g24784,459,681
g24785,510,626
g24786,30,16
g24787,320,262
g24788,27,8
g24789,19,17
g24790,540,634
g24791,1,0
g24792,3,4
g24793,21,8
g24794,321,319
g24795,206,212
g24796,119,80
g24797,12,5
g24798,371,291
g24799,4,2
g24800,441,409
g24801,0,0
g24802,0,0
g24803,77,55
g24804,88,106
g24805,102,66
g24806,695,1706
g24807,296,337
g24808,8,8
g24809,0,0
g24810,85,79
g24811,69,82
g24812,159,180
g24813,48,23
g24814,160,119
g24815,14,5
g24816,342,440
g24817,3,9
g24818,97,81
g24819,971,936
g24820,34,45
g24821,218,204
g24822,0,0
g24823,6,5
g24824,44,39
g24825,0,0
g24826,108,106
g24827,23,23
g24828,2,1
g24829,474,430
g24830,301,210
g24831,122,67
g24832,1385,1231
g24833,219,282
g24834,0,1
g24835,5,0
g24836,329,383
g24837,746,824
g24838,0,0
g24839,1,2
g24840,168,203
g24841,496,698
g24842,7,2
g24843,595,823
g24844,148,297
g24845,277,402
g24846,0,1
g24847,0,0
g24848,2,3
g24849,22,25
g24850,3,7
g24851,0,1
g24852,82,45
g24853,24,22
g24854,11,20
g24855,0,0
g24856,0,0
g24857,0,0
g24858,1,3
g24859,20,24
g24860,566,578
g24861,23,33
g24862,0,1
g24863,1112,865
g24864,3,0
g24865,494,386
g24866,48,37
g24867,1672,2175
g24868,26,28
g24869,130,160
g24870,2,1
g24871,30,20
g24872,8,6
g24873,1,1
g24874,128,143
g24875,5364,3196
g24876,6,10
g24877,12,15
g24878,19,36
g24879,1111,1071
g24880,45,34
g24881,26,16
g24882,17,155
g24883,2,0
g24884,32,23
g24885,1,1
g24886,37,34
g24887,5,4
g24888,2,3
g24889,0,0
g24890,351,390
g24891,3,0
g24892,0,0
g24893,0,0
g24894,0,0
g24895,5,3
g24896,3344,2860
g24897,5957,6328
g24898,79,87
g24899,1560,1166
g24900,389,324
g24901,104,82
g24902,4,4
g24903,0,0
g24904,0,0
g24905,0,0
g24906,460,303
g24907,32,20
g24908,62,65
g24909,22,10
g24910,1283,1605
g24911,322,335
g24912,39,34
g24913,14,5
g24914,574,730
g24915,2,1
g24916,128,105
g24917,28,20
g24918,0,0
g24919,561,604
g24920,177,186
g24921,35,17
g24922,0,0
g24923,1,0
g24924,0,0
g24925,2,2
g24926,35,27
g24927,10162,11619
g24928,2429,2875
g24929,9,5
g24930,162,121
g24931,443,314
g24932,31,36
g24933,67,50
g24934,289,184
g24935,384,434
g24936,2928,3094
g24937,322,311
g24938,6,13
g24939,278,251
g24940,957,748
g24941,1035,897
g24942,20,17
g24943,1,0
g24944,2,1
g24945,11,14
g24946,0,3
g24947,979,1116
g24948,182,198
g24949,2,6
g24950,2,0
g24951,2,0
g24952,0,0
g24953,76,66
g24954,454,443
g24955,50,28
g24956,0,0
g24957,11,16
g24958,16,18
g24959,0,0
g24960,1,2
g24961,55,60
g24962,516,426
g24963,427,506
g24964,62,25
g24965,446,526
g24966,1189,1187
g24967,935,995
g24968,445,409
g24969,122,96
g24970,21,18
g24971,2685,2074
g24972,113,86
g24973,612,692
g24974,444,329
g24975,236,197
g24976,9,10
g24977,28,65
g24978,1166,1440
g24979,31,70
g24980,159,158
g24981,87,81
g24982,485,481
g24983,0,1
g24984,169,139
g24985,0,0
g24986,1,1
g24987,1,1
g24988,0,0
g24989,92,107
g24990,0,0
g24991,0,0
g24992,3933,4736
g24993,8,9
g24994,51,52
g24995,4,11
g24996,89,101
g24997,6921,7913
g24998,11,8
g24999,137,99
g25000,0,0
g25001,0,0
g25002,216,215
g25003,91,98
g25004,0,2
g25005,68,128
g25006,1713,2059
g25007,61,47
g25008,860,754
g25009,2379,2190
g25010,993,990
g25011,768,655
g25012,132,114
g25013,4,5
g25014,321,448
g25015,3,2
g25016,743,751
g25017,708,1464
g25018,57,61
g25019,636,507
g25020,2,1
g25021,601,541
g25022,0,0
g25023,6,11
g25024,54,44
g25025,0,0
g25026,764,849
g25027,3891,2694
g25028,70,68
g25029,495,358
g25030,1,1
g25031,8,12
g25032,0,4
g25033,28,24
g25034,308,383
g25035,144,112
g25036,67,51
g25037,870,667
g25038,0,2
g25039,162,183
g25040,0,0
g25041,1,4
g25042,0,0
g25043,2,0
g25044,2,0
g25045,2846,5748
g25046,909,908
g25047,1047,1188
g25048,2,6
g25049,6,7
g25050,29,36
g25051,1,0
g25052,915,946
g25053,4,4
g25054,328,304
g25055,5,3
g25056,1360,1337
g25057,13,27
g25058,107,90
g25059,2,3
g25060,2,1
g25061,2,0
g25062,0,0
g25063,0,0
g25064,1595,1366
g25065,0,0
g25066,0,1
g25067,2,7
g25068,2,6
g25069,1062,953
g25070,10,10
g25071,8,13
g25072,232,204
g25073,461,405
g25074,0,1
g25075,224,216
g25076,69,110
g25077,42390,41989
g25078,45,31
g25079,74,147
g25080,64,66
g25081,15,26
g25082,8,18
g25083,0,0
g25084,0,0
g25085,133,132
g25086,0,0
g25087,0,0
g25088,0,2
g25089,30,26
g25090,272,231
g25091,16213,19661
g25092,5502,6487
g25093,221,238
g25094,4073,3858
g25095,0,0
g25096,488,524
g25097,377,324
g25098,338,291
g25099,842,995
g25100,188,199
g25101,2,2
g25102,0,0
g25103,6,2
g25104,1210,1168
g25105,2805,4273
g25106,7,5
g25107,11,3
g25108,6,2
g25109,5,1
g25110,13,4
g25111,963,1171
g25112,423,372
g25113,60,14
g25114,1804,1904
g25115,2,1
g25116,15411,17056
g25117,229,87
g25118,233,150
g25119,0,0
g25120,1039,463
g25121,313,313
g25122,11,3
g25123,122,134
g25124,16,17
g25125,557,491
g25126,141,141
g25127,16,6
g25128,823,837
g25129,59,36
g25130,25,12
g25131,4,4
g25132,0,0
g25133,902,923
g25134,0,0
g25135,0,4
g25136,81,106
g25137,6,8
g25138,209,171
g25139,514,556
g25140,1311,1225
g25141,131,159
g25142,276,1039
g25143,0,4
g25144,0,0
g25145,14,8
g25146,2,0
g25147,3,0
g25148,2,0
g25149,2,0
g25150,0,0
g25151,0,0
g25152,0,0
g25153,0,0
g25154,0,1
g25155,8,8
g25156,0,0
g25157,333,388
g25158,0,0
g25159,0,0
g25160,0,0
g25161,3,4
g25162,1148,1737
g25163,21,19
g25164,12,13
g25165,152,221
g25166,2,0
g25167,8,7
g25168,3,1
g25169,0,1
g25170,92,24
g25171,1,0
g25172,1,0
g25173,11,6
g25174,34,7
g25175,75,19
g25176,0,0
g25177,0,0
g25178,216,270
g25179,382,229
g25180,74,57
g25181,765,661
g25182,1,0
g25183,0,0
g25184,3,2
g25185,5,5
g25186,6,6
g25187,302,244
g25188,28,28
g25189,508,778
g25190,114,140
g25191,209,225
g25192,537,421
g25193,0,1
g25194,122,136
g25195,246,193
g25196,166,151
g25197,4,2
g25198,12,7
g25199,448,309
g25200,1,2
g25201,0,0
g25202,5,3
g25203,75,63
g25204,0,0
g25205,7,5
g25206,107,64
g25207,43,96
g25208,2256,1561
g25209,2272,1574
g25210,4,9
g25211,1711,1690
g25212,178,137
g25213,0,0
g25214,0,0
g25215,0,0
g25216,0,0
g25217,0,0
g25218,1,0
g25219,2,0
g25220,52,63
g25221,2,8
g25222,544,961
g25223,0,0
g25224,20,24
g25225,2085,3626
g25226,4,12
g25227,3,1
g25228,1,3
g25229,332,314
g25230,119,143
g25231,51,6
g25232,109,123
g25233,0,0
g25234,0,0
g25235,0,0
g25236,1666,2143
g25237,271,360
g25238,5,3
g25239,458,361
g25240,302,271
g25241,297,238
g25242,1713,1237
g25243,0,0
g25244,35,16
g25245,0,0
g25246,0,3
g25247,188,206
g25248,162,126
g25249,2486,2158
g25250,3,2
g25251,1007,868
g25252,26,24
g25253,5,19
g25254,1,2
g25255,240,218
g25256,22,15
g25257,0,2
g25258,405,402
g25259,790,1126
g25260,7,4
g25261,4,0
g25262,5,2
g25263,0,0
g25264,0,0
g25265,0,0
g25266,211,226
g25267,267,269
g25268,625,570
g25269,106,95
g25270,827,808
g25271,3109,8888
g25272,0,0
g25273,4,6
g25274,242,216
g25275,66,87
g25276,0,0
g25277,0,4
g25278,85,81
g25279,930,1410
g25280,62,98
g25281,0,2
g25282,262,275
g25283,25,41
g25284,7,13
g25285,2,3
g25286,0,0
g25287,65,50
g25288,1,0
g25289,636,660
g25290,0,0
g25291,32,23
g25292,77,81
g25293,7,7
g25294,453,663
g25295,40,40
g25296,2849,1889
g25297,313,345
g25298,86,45
g25299,57,32
g25300,325,330
g25301,70,58
g25302,4,2
g25303,8,7
g25304,171,113
g25305,0,0
g25306,0,0
g25307,0,0
g25308,0,0
g25309,0,0
g25310,0,5
g25311,3299,5336
g25312,677,606
g25313,497,540
g25314,767,703
g25315,299,264
g25316,7,6
g25317,60,36
g25318,1981,1972
g25319,513,365
g25320,60,56
g25321,101,13
g25322,12,15
g25323,410,380
g25324,59,51
g25325,144,140
g25326,0,0
g25327,53,108
g25328,179,208
g25329,377,310
g25330,160,140
g25331,267,250
g25332,21,18
g25333,274,205
g25334,6,1
g25335,21,22
g25336,461,376
g25337,187,52
g25338,19,2
g25339,31,11
g25340,15,4
g25341,1220,964
g25342,1010,1253
g25343,495,444
g25344,375,340
g25345,565,629
g25346,2,5
g25347,4,1
g25348,26,17
g25349,10,9
g25350,23,20
g25351,2,3
g25352,1233,1457
g25353,207,201
g25354,530,545
g25355,79,87
g25356,129,79
g25357,84,69
g25358,116,136
g25359,1859,2678
g25360,34,23
g25361,65,38
g25362,86,143
g25363,1374,1315
g25364,1669,1477
g25365,2887,3512
g25366,13,31
g25367,1,2
g25368,0,0
g25369,35,35
g25370,251,189
g25371,912,847
g25372,1375,1269
g25373,2130,2407
g25374,1258,1023
g25375,73,73
g25376,46,37
g25377,0,0
g25378,3,2
g25379,206,135
g25380,160,117
g25381,6,2
g25382,547,790
g25383,138,241
g25384,1211,1423
g25385,397,675
g25386,676,1128
g25387,212,200
g25388,20,25
g25389,0,0
g25390,1499,1271
g25391,669,1062
g25392,6,9
g25393,2,11
g25394,591,565
g25395,340,436
g25396,102,148
g25397,81,79
g25398,89,63
g25399,91,65
g25400,18,16
g25401,6,25
g25402,461,613
g25403,19,20
g25404,0,0
g25405,0,0
g25406,0,0
g25407,0,0
g25408,0,0
g25409,0,0
g25410,0,0
g25411,0,0
g25412,0,0
g25413,0,0
g25414,0,0
g25415,0,0
g25416,0,0
g25417,0,0
g25418,0,0
g25419,3,0
g25420,10,5
g25421,71,72
g25422,0,0
g25423,104,154
g25424,2729,2585
g25425,7,13
g25426,557,436
g25427,4,1
g25428,1024,886
g25429,31,38
g25430,28,47
g25431,1441,1667
g25432,534,379
g25433,8,1
g25434,914,1211
g25435,64,144
g25436,1176,1147
g25437,41,47
g25438,3914,2689
g25439,165,164
g25440,20,14
g25441,1,2
g25442,0,0
g25443,0,0
g25444,0,0
g25445,0,0
g25446,0,0
g25447,0,0
g25448,5,10
g25449,617,848
g25450,0,0
g25451,0,0
g25452,1,1
g25453,0,0
g25454,0,0
g25455,0,4
g25456,0,0
g25457,1,0
g25458,786,1093
g25459,199,108
g25460,306,430
g25461,29,8
g25462,0,5
g25463,3,0
g25464,7,4
g25465,0,0
g25466,0,0
g25467,1,2
g25468,0,0
g25469,0,0
g25470,2473,2597
g25471,439,392
g25472,764,813
g25473,23,17
g25474,5,5
g25475,0,0
g25476,0,0
g25477,2,0
g25478,5,19
g25479,293,232
g25480,660,653
g25481,214,162
g25482,104,89
g25483,11,14
g25484,392,482
g25485,777,830
g25486,1293,1459
g25487,44,50
g25488,173,157
g25489,62,50
g25490,2,0
g25491,11,9
g25492,222,205
g25493,944,791
g25494,12,10
g25495,0,0
g25496,781,635
g25497,2,4
g25498,300,382
g25499,111,74
g25500,4,1
g25501,0,0
g25502,287,342
g25503,40,52
g25504,1,0
g25505,0,0
g25506,0,1
g25507,3530,3994
g25508,27,17
g25509,38,30
g25510,704,599
g25511,0,0
g25512,44,29
g25513,873,805
g25514,2,1
g25515,8,2
g25516,4,0
g25517,0,0
g25518,1,4
g25519,813,792
g25520,375,468
g25521,541,466
g25522,7,18
g25523,19,31
g25524,26,53
g25525,2,5
g25526,1,3
g25527,1,0
g25528,460,502
g25529,213,266
g25530,7,13
g25531,637,770
g25532,8,8
g25533,26,45
g25534,2,7
g25535,51,112
g25536,61,50
g25537,11,6
g25538,10,7
g25539,0,1
g25540,0,1
g25541,25,19
g25542,6,5
g25543,1071,1248
g25544,0,0
g25545,1,0
g25546,0,0
g25547,0,0
g25548,5571,5665
g25549,28,17
g25550,1306,1239
g25551,3,0
g25552,0,0
g25553,0,0
g25554,14,15
g25555,38,41
g25556,45,42
g25557,1701,1376
g25558,21,17
g25559,47,41
g25560,9,4
g25561,0,0
g25562,0,0
g25563,1089,644
g25564,57,26
g25565,1,0
g25566,5,7
g25567,1,1
g25568,8,1
g25569,26,31
g25570,2752,1183
g25571,759,788
g25572,1827,2157
g25573,42,27
g25574,17,20
g25575,0,0
g25576,0,2
g25577,20,13
g25578,869,835
g25579,4,10
g25580,47,80
g25581,0,0
g25582,6,1
g25583,68,82
g25584,76,43
g25585,27,37
g25586,80,94
g25587,1265,1264
g25588,267,227
g25589,2,1
g25590,387,443
g25591,22,15
g25592,0,0
g25593,215,260
g25594,455,450
g25595,486,486
g25596,42,35
g25597,116,169
g25598,6,5
g25599,174,163
g25600,64,104
g25601,1988,2317
g25602,57,70
g25603,4,11
g25604,8,8
g25605,0,0
g25606,0,1
g25607,0,1
g25608,2,6
g25609,0,0
g25610,0,0
g25611,0,0
g25612,0,0
g25613,0,0
g25614,49,34
g25615,0,0
g25616,0,0
g25617,0,0
g25618,0,0
g25619,0,0
g25620,0,0
g25621,0,0
g25622,0,0
g25623,0,0
g25624,0,0
g25625,0,0
g25626,0,0
g25627,0,0
g25628,0,0
g25629,0,0
g25630,0,0
g25631,0,0
g25632,0,0
g25633,0,0
g25634,0,0
g25635,0,0
g25636,0,0
g25637,0,0
g25638,0,0
g25639,0,0
g25640,0,0
g25641,0,0
g25642,0,0
g25643,0,0
g25644,0,0
g25645,0,0
g25646,0,0
g25647,0,0
g25648,0,0
g25649,0,0
g25650,0,0
g25651,0,0
g25652,37,46
g25653,0,0
g25654,3,0
g25655,0,0
g25656,75,77
g25657,1,2
g25658,1,0
g25659,0,0
g25660,44,13
g25661,492,539
g25662,3,0
g25663,0,0
g25664,0,1
g25665,0,1
g25666,0,0
g25667,34,36
g25668,2,3
g25669,14,9
g25670,14,11
g25671,10,14
g25672,63,55
g25673,159,143
g25674,0,1
g25675,11,4
g25676,487,534
g25677,230,252
g25678,2,1
g25679,218,223
g25680,569,961
g25681,23,14
g25682,1908,2799
g25683,410,505
g25684,340,271
g25685,1,0
g25686,0,1
g25687,796,944
g25688,24,27
g25689,223,177
g25690,234,225
g25691,196,145
g25692,0,2
g25693,0,0
g25694,176,140
g25695,0,1
g25696,0,0
g25697,0,1
g25698,91,104
g25699,9,10
g25700,12,12
g25701,0,0
g25702,1121,1397
g25703,180,321
g25704,50,111
g25705,76,78
g25706,887,1220
g25707,286,328
g25708,144,121
g25709,0,0
g25710,0,0
g25711,0,0
g25712,0,0
g25713,0,0
g25714,0,0
g25715,0,0
g25716,0,0
g25717,0,0
g25718,0,0
g25719,0,0
g25720,0,0
g25721,1,1
g25722,2,0
g25723,18,17
g25724,0,0
g25725,0,0
g25726,0,0
g25727,0,0
g25728,0,0
g25729,0,0
g25730,0,0
g25731,0,0
g25732,0,3
g25733,0,0
g25734,0,0
g25735,1,2
g25736,19,16
g25737,0,0
g25738,1311,1392
g25739,0,0
g25740,0,0
g25741,2,1
g25742,24,9
g25743,50,38
g25744,0,0
g25745,0,0
g25746,217,112
g25747,448,581
g25748,0,0
g25749,0,0
g25750,0,0
g25751,0,0
g25752,0,0
g25753,0,0
g25754,0,0
g25755,0,0
g25756,0,0
g25757,0,0
g25758,656,519
g25759,7,9
g25760,0,0
g25761,420,562
g25762,1,1
g25763,229,241
g25764,965,992
g25765,1,2
g25766,0,3
g25767,2308,2442
g25768,0,0
g25769,0,0
g25770,5768,6703
g25771,103,80
g25772,913,782
g25773,30,21
g25774,32,32
g25775,0,0
g25776,0,0
g25777,0,0
g25778,0,0
g25779,447,383
g25780,59,23
g25781,2,0
g25782,5,2
g25783,187,151
g25784,0,0
g25785,0,0
g25786,0,0
g25787,0,0
g25788,720,1359
g25789,2,1
g25790,0,0
g25791,0,0
g25792,26,25
g25793,0,0
g25794,0,4
g25795,6,4
g25796,60,50
g25797,28,37
g25798,46,349
g25799,245,245
g25800,133,124
g25801,6213,5223
g25802,980,825
g25803,56,29
g25804,1092,963
g25805,53,50
g25806,1,3
g25807,31,21
g25808,139,142
g25809,40,22
g25810,19,6
g25811,122,171
g25812,0,0
g25813,7,3
g25814,0,0
g25815,0,0
g25816,0,0
g25817,1,1
g25818,37,30
g25819,406,848
g25820,0,0
g25821,29,28
g25822,66,76
g25823,0,0
g25824,0,1
g25825,0,0
g25826,0,0
g25827,0,0
g25828,0,0
g25829,0,0
g25830,0,0
g25831,0,0
g25832,0,0
g25833,0,0
g25834,0,0
g25835,0,0
g25836,0,0
g25837,0,0
g25838,0,0
g25839,0,0
g25840,0,0
g25841,0,0
g25842,0,0
g25843,0,0
g25844,0,0
g25845,0,0
g25846,0,0
g25847,0,0
g25848,0,0
g25849,0,0
g25850,0,0
g25851,0,0
g25852,0,0
g25853,0,0
g25854,0,0
g25855,0,0
g25856,0,0
g25857,0,0
g25858,0,0
g25859,0,0
g25860,0,0
g25861,0,0
g25862,0,0
g25863,0,0
g25864,0,0
g25865,0,0
g25866,0,0
g25867,0,0
g25868,0,0
g25869,0,0
g25870,0,0
g25871,0,0
g25872,0,0
g25873,0,0
g25874,0,0
g25875,0,0
g25876,0,0
g25877,5,2
g25878,0,0
g25879,0,0
g25880,0,0
g25881,0,0
g25882,0,0
g25883,0,0
g25884,0,0
g25885,0,0
g25886,0,0
g25887,0,0
g25888,585,472
g25889,719,563
g25890,1,2
g25891,0,1
g25892,162,139
g25893,0,0
g25894,832,823
g25895,330,192
g25896,60,47
g25897,883,867
g25898,9,7
g25899,6,7
g25900,170,129
g25901,120,107
g25902,106,93
g25903,0,1
g25904,43,45
g25905,0,0
g25906,297,436
g25907,287,429
g25908,0,0
g25909,107,120
g25910,180,198
g25911,4,8
g25912,177,157
g25913,31,26
g25914,0,2
g25915,0,0
g25916,0,0
g25917,0,0
g25918,0,0
g25919,0,0
g25920,0,0
g25921,0,0
g25922,0,0
g25923,0,0
g25924,0,0
g25925,0,0
g25926,0,0
g25927,0,0
g25928,0,0
g25929,0,0
g25930,0,0
g25931,0,0
g25932,0,0
g25933,0,0
g25934,0,0
g25935,0,0
g25936,0,0
g25937,0,0
g25938,0,0
g25939,0,0
g25940,0,0
g25941,0,0
g25942,0,0
g25943,0,0
g25944,0,0
g25945,0,0
g25946,14,8
g25947,14,14
g25948,22,28
g25949,2,0
g25950,1,0
g25951,0,1
g25952,248,297
g25953,14,15
g25954,0,0
g25955,9,15
g25956,2712,2673
g25957,425,463
g25958,131,171
g25959,85,114
g25960,0,0
g25961,0,0
g25962,0,0
g25963,2,1
g25964,1380,1480
g25965,492,561
g25966,2269,3383
g25967,0,0
g25968,0,0
g25969,1,1
g25970,0,0
g25971,0,0
g25972,3,5
g25973,0,2
g25974,0,0
g25975,0,0
g25976,0,2
g25977,1,4
g25978,433,435
g25979,2,6
g25980,20,14
g25981,18,19
g25982,2044,1955
g25983,432,331
g25984,105,84
g25985,102,74
g25986,194,198
g25987,104,67
g25988,1,2
g25989,139,166
g25990,8,10
g25991,0,0
g25992,22,21
g25993,0,0
g25994,121,64
g25995,8,13
g25996,1,2
g25997,0,0
g25998,0,0
g25999,0,0
g26000,0,0
g26001,0,0
g26002,0,0
g26003,10,6
g26004,994,817
g26005,73,82
g26006,15,20
g26007,442,435
g26008,467,392
g26009,4,5
g26010,0,0
g26011,0,0
g26012,34,29
g26013,242,209
g26014,52,43
g26015,0,0
g26016,3,7
g26017,0,0
g26018,0,0
g26019,0,0
g26020,0,0
g26021,0,0
g26022,0,0
g26023,0,0
g26024,1,5
g26025,1,0
g26026,114,83
g26027,698,692
g26028,243,236
g26029,0,0
g26030,0,0
g26031,0,0
g26032,0,0
g26033,23,14
g26034,1,0
g26035,0,0
g26036,0,0
g26037,2,0
g26038,107,37
g26039,0,0
g26040,218,291
g26041,0,0
g26042,0,0
g26043,4,2
g26044,3,4
g26045,6,3
g26046,0,0
g26047,0,0
g26048,0,0
g26049,0,0
g26050,3,0
g26051,0,1
g26052,0,0
g26053,0,0
g26054,0,0
g26055,0,0
g26056,0,0
g26057,0,0
g26058,0,0
g26059,0,0
g26060,0,0
g26061,0,0
g26062,0,0
g26063,0,0
g26064,0,0
g26065,0,0
g26066,0,0
g26067,0,1
g26068,0,0
g26069,0,0
g26070,7,4
g26071,5,3
g26072,1118,1040
g26073,176,145
g26074,0,0
g26075,254,261
g26076,9,3
g26077,208,279
g26078,84,75
g26079,3,1
g26080,0,0
g26081,0,0
g26082,277,246
g26083,0,0
g26084,0,0
g26085,0,0
g26086,15,17
g26087,308,376
g26088,1,2
g26089,0,0
g26090,0,0
g26091,2,2
g26092,0,0
g26093,0,0
g26094,3,2
g26095,0,0
g26096,1,0
g26097,1,1
g26098,1,0
g26099,139,129
g26100,0,2
g26101,0,0
g26102,1,0
g26103,1,1
g26104,1,0
g26105,0,0
g26106,0,0
g26107,0,0
g26108,1,2
g26109,0,0
g26110,0,0
g26111,0,0
g26112,0,0
g26113,0,0
g26114,0,0
g26115,0,0
g26116,0,0
g26117,0,0
g26118,9,14
g26119,12,9
g26120,0,0
g26121,0,0
g26122,0,0
g26123,0,0
g26124,0,0
g26125,0,0
g26126,0,0
g26127,0,0
g26128,0,0
g26129,0,0
g26130,0,0
g26131,0,0
g26132,0,0
g26133,0,0
g26134,0,0
g26135,0,0
