,het_NB_f4,het_NB_f5
g24662,4,4
g24663,1327,864
g24664,1789,1200
g24665,26,17
g24666,11,6
g24667,11,23
g24668,3,2
g24669,4415,4438
g24670,14,31
g24671,12,21
g24672,11,11
g24673,269,135
g24674,5596,2747
g24675,65,152
g24676,0,1
g24677,0,0
g24678,4,0
g24679,133,228
g24680,70,65
g24681,270,277
g24682,277,273
g24683,388,374
g24684,43,82
g24685,3874,3185
g24686,55,78
g24687,486,622
g24688,119,283
g24689,1,3
g24690,0,0
g24691,0,0
g24692,0,0
g24693,0,0
g24694,330,243
g24695,46,70
g24696,0,0
g24697,0,0
g24698,0,0
g24699,264,233
g24700,53,41
g24701,7,19
g24702,91,64
g24703,1,0
g24704,1,0
g24705,343,240
g24706,447,292
g24707,42,51
g24708,2,7
g24709,452,757
g24710,1,1
g24711,0,0
g24712,26,79
g24713,354,255
g24714,2,1
g24715,0,0
g24716,0,0
g24717,0,0
g24718,2,9
g24719,47,225
g24720,2,15
g24721,86,136
g24722,350,530
g24723,29,33
g24724,34,30
g24725,2,0
g24726,1603,931
g24727,115,182
g24728,116,185
g24729,99,79
g24730,114,113
g24731,4,0
g24732,118,135
g24733,12,62
g24734,19,24
g24735,1,7
g24736,23,36
g24737,97,83
g24738,50,54
g24739,303,322
g24740,201,228
g24741,74,121
g24742,0,4
g24743,0,0
g24744,0,0
g24745,0,0
g24746,0,0
g24747,0,0
g24748,0,1
g24749,0,0
g24750,2,16
g24751,0,1
g24752,0,1
g24753,87,101
g24754,0,4
g24755,676,974
g24756,163,369
g24757,0,0
g24758,0,1
g24759,0,0
g24760,286,316
g24761,0,0
g24762,2552,1631
g24763,62,91
g24764,3,6
g24765,276,197
g24766,349,264
g24767,937,1064
g24768,1485,1177
g24769,1,1
g24770,130,67
g24771,8,7
g24772,96,33
g24773,2080,1041
g24774,2,1
g24775,2,1
g24776,0,0
g24777,0,3
g24778,73,85
g24779,1,7
g24780,31,38
g24781,176,207
g24782,6651,3713
g24783,714,455
g24784,675,380
g24785,720,431
g24786,25,48
g24787,221,269
g24788,10,18
g24789,33,15
g24790,677,540
g24791,1,3
g24792,2,3
g24793,6,11
g24794,303,261
g24795,202,164
g24796,77,98
g24797,6,5
g24798,227,256
g24799,1,0
g24800,359,400
g24801,0,0
g24802,0,0
g24803,52,94
g24804,104,67
g24805,50,138
g24806,1185,603
g24807,325,299
g24808,6,22
g24809,0,0
g24810,67,221
g24811,84,100
g24812,170,124
g24813,23,37
g24814,100,197
g24815,9,5
g24816,361,297
g24817,4,2
g24818,101,77
g24819,870,857
g24820,36,41
g24821,192,170
g24822,0,0
g24823,3,5
g24824,40,73
g24825,3,0
g24826,90,102
g24827,23,27
g24828,4,3
g24829,463,387
g24830,315,247
g24831,82,82
g24832,1187,1145
g24833,249,186
g24834,2,2
g24835,7,3
g24836,387,277
g24837,839,605
g24838,0,0
g24839,7,4
g24840,130,127
g24841,734,379
g24842,2,5
g24843,725,484
g24844,355,108
g24845,494,206
g24846,0,1
g24847,0,0
g24848,2,5
g24849,23,100
g24850,1,4
g24851,0,1
g24852,45,68
g24853,20,27
g24854,8,84
g24855,0,0
g24856,0,0
g24857,0,0
g24858,3,20
g24859,14,40
g24860,604,540
g24861,21,15
g24862,1,0
g24863,679,1100
g24864,2,2
g24865,429,477
g24866,40,46
g24867,2236,1493
g24868,31,28
g24869,135,89
g24870,4,0
g24871,16,63
g24872,4,20
g24873,3,0
g24874,119,124
g24875,2871,4403
g24876,2,7
g24877,10,14
g24878,19,15
g24879,923,1081
g24880,32,47
g24881,10,12
g24882,3,5
g24883,0,2
g24884,19,96
g24885,3,2
g24886,20,27
g24887,2,6
g24888,2,0
g24889,0,0
g24890,347,350
g24891,3,2
g24892,0,1
g24893,0,0
g24894,0,0
g24895,3,1
g24896,2634,2784
g24897,7095,4599
g24898,91,83
g24899,1242,1219
g24900,384,404
g24901,99,104
g24902,3,8
g24903,0,0
g24904,0,0
g24905,0,0
g24906,261,433
g24907,25,27
g24908,33,49
g24909,8,25
g24910,1570,1104
g24911,345,323
g24912,40,46
g24913,7,11
g24914,660,489
g24915,0,1
g24916,103,125
g24917,18,20
g24918,1,0
g24919,631,546
g24920,155,192
g24921,12,31
g24922,0,0
g24923,0,0
g24924,0,0
g24925,3,9
g24926,18,38
g24927,11673,8656
g24928,2866,2101
g24929,11,13
g24930,200,143
g24931,301,371
g24932,49,23
g24933,58,79
g24934,189,257
g24935,323,318
g24936,3260,2061
g24937,205,317
g24938,5,2
g24939,299,234
g24940,735,882
g24941,911,849
g24942,13,47
g24943,0,3
g24944,0,0
g24945,11,6
g24946,4,14
g24947,1187,763
g24948,206,153
g24949,15,2
g24950,3,1
g24951,0,4
g24952,0,0
g24953,58,40
g24954,416,373
g24955,25,25
g24956,0,0
g24957,9,40
g24958,8,23
g24959,0,0
g24960,1,6
g24961,50,83
g24962,280,383
g24963,471,407
g24964,29,99
g24965,414,408
g24966,1286,1184
g24967,1033,931
g24968,556,412
g24969,92,91
g24970,19,12
g24971,2161,2238
g24972,105,106
g24973,724,488
g24974,252,460
g24975,195,205
g24976,3,9
g24977,18,39
g24978,1374,1124
g24979,52,62
g24980,158,134
g24981,95,78
g24982,420,683
g24983,0,0
g24984,107,230
g24985,0,1
g24986,2,1
g24987,2,1
g24988,1,1
g24989,78,141
g24990,0,0
g24991,0,0
g24992,4233,2959
g24993,10,9
g24994,32,56
g24995,0,12
g24996,106,83
g24997,8004,5887
g24998,5,13
g24999,84,78
g25000,0,0
g25001,0,0
g25002,247,202
g25003,86,104
g25004,0,0
g25005,56,51
g25006,2020,1373
g25007,21,92
g25008,733,681
g25009,2223,1858
g25010,995,872
g25011,582,564
g25012,97,87
g25013,1,0
g25014,335,320
g25015,1,2
g25016,750,667
g25017,1373,526
g25018,35,77
g25019,443,693
g25020,0,0
g25021,534,541
g25022,0,0
g25023,5,26
g25024,38,45
g25025,1,0
g25026,667,666
g25027,2385,4084
g25028,40,40
g25029,299,507
g25030,1,3
g25031,14,29
g25032,2,0
g25033,24,24
g25034,282,261
g25035,95,105
g25036,40,42
g25037,699,768
g25038,1,0
g25039,177,167
g25040,0,0
g25041,2,3
g25042,0,2
g25043,1,0
g25044,1,1
g25045,4380,2260
g25046,801,746
g25047,858,855
g25048,5,0
g25049,10,12
g25050,41,48
g25051,1,0
g25052,776,745
g25053,4,2
g25054,298,257
g25055,0,5
g25056,1288,1137
g25057,12,50
g25058,91,68
g25059,3,1
g25060,0,1
g25061,1,2
g25062,0,0
g25063,0,0
g25064,1218,1273
g25065,0,0
g25066,0,1
g25067,2,3
g25068,4,5
g25069,957,858
g25070,8,7
g25071,7,18
g25072,189,238
g25073,455,428
g25074,0,0
g25075,262,151
g25076,73,86
g25077,43220,39501
g25078,32,36
g25079,47,46
g25080,60,55
g25081,23,10
g25082,5,7
g25083,0,0
g25084,1,0
g25085,100,98
g25086,1,0
g25087,0,0
g25088,1,3
g25089,51,38
g25090,231,234
g25091,20475,13834
g25092,6656,4852
g25093,209,145
g25094,3957,3698
g25095,0,0
g25096,400,1027
g25097,365,299
g25098,323,274
g25099,1109,749
g25100,254,150
g25101,1,3
g25102,0,3
g25103,4,44
g25104,1155,1168
g25105,4030,2270
g25106,1,4
g25107,4,10
g25108,4,8
g25109,3,1
g25110,2,15
g25111,1029,916
g25112,328,357
g25113,30,53
g25114,2634,1344
g25115,0,0
g25116,17458,11825
g25117,86,211
g25118,147,195
g25119,0,0
g25120,457,856
g25121,302,295
g25122,11,12
g25123,118,209
g25124,11,11
g25125,472,523
g25126,113,157
g25127,10,8
g25128,719,616
g25129,42,40
g25130,14,58
g25131,4,8
g25132,0,0
g25133,1074,785
g25134,0,0
g25135,2,2
g25136,117,87
g25137,4,34
g25138,178,335
g25139,449,430
g25140,1095,1171
g25141,154,132
g25142,319,201
g25143,1,2
g25144,1,0
g25145,8,7
g25146,2,0
g25147,0,3
g25148,1,1
g25149,0,6
g25150,0,0
g25151,0,0
g25152,0,0
g25153,0,0
g25154,1,1
g25155,6,8
g25156,0,0
g25157,384,323
g25158,0,0
g25159,0,0
g25160,0,0
g25161,4,3
g25162,1649,941
g25163,14,25
g25164,5,38
g25165,168,190
g25166,1,1
g25167,9,32
g25168,1,2
g25169,0,0
g25170,71,111
g25171,0,1
g25172,0,0
g25173,11,12
g25174,6,35
g25175,24,105
g25176,0,0
g25177,0,0
g25178,238,182
g25179,239,307
g25180,37,126
g25181,641,741
g25182,0,1
g25183,0,1
g25184,3,7
g25185,10,9
g25186,2,6
g25187,244,258
g25188,36,33
g25189,610,452
g25190,152,134
g25191,162,223
g25192,471,495
g25193,1,0
g25194,127,136
g25195,204,222
g25196,75,157
g25197,0,2
g25198,4,8
g25199,313,376
g25200,2,7
g25201,0,1
g25202,1,5
g25203,38,74
g25204,0,0
g25205,1,23
g25206,80,63
g25207,69,43
g25208,1813,1588
g25209,1830,1603
g25210,8,2
g25211,1674,1404
g25212,192,193
g25213,0,0
g25214,0,0
g25215,0,0
g25216,0,0
g25217,0,0
g25218,1,0
g25219,0,0
g25220,53,53
g25221,3,5
g25222,702,433
g25223,0,0
g25224,21,19
g25225,3372,1489
g25226,8,29
g25227,1,1
g25228,2,3
g25229,256,278
g25230,155,98
g25231,25,22
g25232,132,95
g25233,0,0
g25234,1,0
g25235,0,0
g25236,2074,1228
g25237,347,241
g25238,4,10
g25239,331,425
g25240,232,293
g25241,194,278
g25242,789,1620
g25243,0,0
g25244,21,29
g25245,0,0
g25246,0,4
g25247,179,188
g25248,132,127
g25249,2623,2002
g25250,0,1
g25251,843,982
g25252,18,65
g25253,3,7
g25254,0,0
g25255,234,216
g25256,16,83
g25257,0,1
g25258,422,450
g25259,1233,699
g25260,9,6
g25261,2,5
g25262,6,7
g25263,0,2
g25264,0,0
g25265,0,0
g25266,176,206
g25267,253,254
g25268,484,519
g25269,117,137
g25270,642,770
g25271,6283,2572
g25272,0,0
g25273,1,5
g25274,252,226
g25275,64,68
g25276,0,0
g25277,0,1
g25278,79,87
g25279,1375,786
g25280,78,54
g25281,1,0
g25282,239,235
g25283,30,37
g25284,5,30
g25285,0,6
g25286,0,2
g25287,31,45
g25288,0,2
g25289,651,611
g25290,0,1
g25291,30,36
g25292,83,81
g25293,7,4
g25294,835,441
g25295,31,57
g25296,1938,2040
g25297,346,248
g25298,38,73
g25299,33,60
g25300,291,308
g25301,67,105
g25302,5,6
g25303,8,23
g25304,149,158
g25305,0,1
g25306,0,0
g25307,0,0
g25308,0,0
g25309,0,0
g25310,8,1
g25311,5307,2985
g25312,530,607
g25313,504,417
g25314,702,712
g25315,362,253
g25316,5,3
g25317,44,37
g25318,2083,1627
g25319,298,315
g25320,35,68
g25321,15,59
g25322,17,31
g25323,493,361
g25324,66,99
g25325,171,124
g25326,2,0
g25327,183,70
g25328,336,132
g25329,435,354
g25330,148,166
g25331,229,209
g25332,24,28
g25333,213,223
g25334,3,5
g25335,18,58
g25336,362,630
g25337,95,135
g25338,3,8
g25339,10,13
g25340,0,3
g25341,1084,1047
g25342,1337,898
g25343,492,445
g25344,523,309
g25345,500,542
g25346,3,0
g25347,3,5
g25348,17,42
g25349,3,25
g25350,25,33
g25351,2,0
g25352,1249,989
g25353,188,154
g25354,437,419
g25355,75,84
g25356,55,91
g25357,59,88
g25358,127,108
g25359,1633,1686
g25360,13,47
g25361,29,50
g25362,127,72
g25363,1299,1027
g25364,1367,1306
g25365,3393,2154
g25366,26,21
g25367,0,3
g25368,0,0
g25369,45,53
g25370,235,228
g25371,597,925
g25372,1390,1178
g25373,2540,1694
g25374,933,1202
g25375,63,63
g25376,23,41
g25377,1,0
g25378,0,0
g25379,151,200
g25380,116,145
g25381,5,6
g25382,717,411
g25383,172,137
g25384,953,909
g25385,381,378
g25386,941,517
g25387,100,144
g25388,20,16
g25389,1,0
g25390,1237,1343
g25391,1120,1306
g25392,10,12
g25393,1,7
g25394,421,405
g25395,393,412
g25396,133,99
g25397,90,108
g25398,107,101
g25399,118,104
g25400,21,11
g25401,16,12
g25402,550,528
g25403,25,25
g25404,0,0
g25405,0,0
g25406,0,0
g25407,0,0
g25408,0,0
g25409,0,0
g25410,0,0
g25411,0,0
g25412,0,0
g25413,0,0
g25414,1,0
g25415,0,0
g25416,0,0
g25417,0,0
g25418,0,0
g25419,0,1
g25420,8,8
g25421,74,89
g25422,0,2
g25423,147,130
g25424,2799,1958
g25425,16,11
g25426,527,541
g25427,2,4
g25428,679,788
g25429,46,36
g25430,26,27
g25431,1444,1166
g25432,305,399
g25433,3,2
g25434,1199,650
g25435,219,55
g25436,1072,1067
g25437,60,54
g25438,3496,2897
g25439,191,141
g25440,14,129
g25441,3,2
g25442,0,0
g25443,0,0
g25444,0,0
g25445,0,0
g25446,0,0
g25447,0,0
g25448,5,4
g25449,919,576
g25450,0,0
g25451,0,0
g25452,0,1
g25453,0,0
g25454,0,0
g25455,0,1
g25456,0,0
g25457,2,0
g25458,927,675
g25459,170,165
g25460,374,279
g25461,7,19
g25462,2,12
g25463,2,4
g25464,6,7
g25465,0,0
g25466,0,0
g25467,0,0
g25468,0,0
g25469,0,0
g25470,2224,1836
g25471,328,431
g25472,713,706
g25473,15,23
g25474,3,2
g25475,2,0
g25476,0,0
g25477,0,0
g25478,13,10
g25479,260,304
g25480,602,568
g25481,144,205
g25482,66,95
g25483,13,7
g25484,472,391
g25485,851,682
g25486,1425,1086
g25487,41,56
g25488,213,153
g25489,26,77
g25490,0,1
g25491,8,4
g25492,180,241
g25493,732,952
g25494,10,10
g25495,0,0
g25496,515,709
g25497,3,2
g25498,335,500
g25499,59,284
g25500,3,4
g25501,0,0
g25502,355,271
g25503,32,32
g25504,0,0
g25505,0,0
g25506,0,0
g25507,4137,2930
g25508,10,79
g25509,23,40
g25510,477,469
g25511,0,2
g25512,28,62
g25513,834,724
g25514,0,1
g25515,1,2
g25516,1,10
g25517,1,0
g25518,3,3
g25519,832,745
g25520,441,289
g25521,518,486
g25522,6,17
g25523,19,21
g25524,33,38
g25525,4,12
g25526,1,1
g25527,2,1
g25528,486,476
g25529,320,190
g25530,12,3
g25531,794,536
g25532,11,26
g25533,42,30
g25534,3,2
g25535,101,69
g25536,54,58
g25537,6,8
g25538,11,10
g25539,0,1
g25540,0,0
g25541,13,38
g25542,0,3
g25543,1363,930
g25544,0,0
g25545,0,0
g25546,0,0
g25547,0,0
g25548,5526,5484
g25549,14,32
g25550,1109,1054
g25551,1,1
g25552,0,1
g25553,0,0
g25554,15,20
g25555,33,32
g25556,60,41
g25557,1309,1458
g25558,17,24
g25559,36,75
g25560,3,10
g25561,1,2
g25562,3,1
g25563,607,892
g25564,32,43
g25565,2,1
g25566,4,7
g25567,1,1
g25568,0,5
g25569,46,33
g25570,1053,1969
g25571,796,697
g25572,2234,1546
g25573,31,30
g25574,20,15
g25575,0,0
g25576,0,0
g25577,28,25
g25578,687,780
g25579,15,6
g25580,82,48
g25581,1,0
g25582,0,3
g25583,63,73
g25584,33,113
g25585,34,26
g25586,116,53
g25587,1244,1013
g25588,241,242
g25589,2,9
g25590,522,345
g25591,21,30
g25592,0,0
g25593,144,153
g25594,392,447
g25595,506,404
g25596,27,23
g25597,159,75
g25598,3,4
g25599,162,199
g25600,116,42
g25601,1910,1569
g25602,53,46
g25603,7,6
g25604,11,4
g25605,0,0
g25606,1,0
g25607,4,4
g25608,4,6
g25609,0,0
g25610,0,0
g25611,0,0
g25612,0,0
g25613,0,0
g25614,33,39
g25615,0,0
g25616,0,0
g25617,0,0
g25618,0,0
g25619,0,0
g25620,0,0
g25621,0,0
g25622,0,0
g25623,0,0
g25624,0,0
g25625,0,0
g25626,0,0
g25627,0,0
g25628,0,0
g25629,0,0
g25630,0,0
g25631,0,0
g25632,0,0
g25633,0,0
g25634,0,0
g25635,0,0
g25636,0,0
g25637,0,0
g25638,0,0
g25639,0,0
g25640,0,0
g25641,0,0
g25642,0,0
g25643,0,0
g25644,0,0
g25645,0,0
g25646,0,0
g25647,0,0
g25648,0,0
g25649,0,0
g25650,0,0
g25651,0,0
g25652,62,34
g25653,0,0
g25654,6,3
g25655,0,0
g25656,67,82
g25657,0,0
g25658,0,0
g25659,1,0
g25660,18,29
g25661,414,440
g25662,1,0
g25663,0,1
g25664,0,0
g25665,0,1
g25666,0,0
g25667,42,27
g25668,1,2
g25669,6,9
g25670,14,19
g25671,13,8
g25672,55,50
g25673,135,139
g25674,0,0
g25675,5,8
g25676,494,359
g25677,197,206
g25678,6,4
g25679,233,201
g25680,875,474
g25681,12,18
g25682,2384,1427
g25683,549,332
g25684,288,234
g25685,0,0
g25686,1,2
g25687,922,669
g25688,19,15
g25689,208,187
g25690,221,241
g25691,158,159
g25692,0,1
g25693,0,0
g25694,104,147
g25695,0,3
g25696,0,1
g25697,0,1
g25698,102,99
g25699,6,6
g25700,2,11
g25701,4,0
g25702,1271,942
g25703,327,152
g25704,114,54
g25705,82,95
g25706,1317,760
g25707,389,207
g25708,121,123
g25709,0,0
g25710,0,0
g25711,0,0
g25712,0,0
g25713,0,0
g25714,0,0
g25715,0,0
g25716,0,0
g25717,0,0
g25718,0,0
g25719,0,0
g25720,0,0
g25721,3,0
g25722,0,3
g25723,13,12
g25724,0,0
g25725,0,0
g25726,0,0
g25727,0,0
g25728,0,0
g25729,0,0
g25730,0,0
g25731,0,0
g25732,0,3
g25733,0,0
g25734,0,0
g25735,0,3
g25736,14,18
g25737,0,0
g25738,1623,1110
g25739,0,0
g25740,0,0
g25741,3,2
g25742,9,81
g25743,35,51
g25744,0,0
g25745,0,0
g25746,108,220
g25747,636,372
g25748,0,0
g25749,0,0
g25750,0,0
g25751,0,0
g25752,0,0
g25753,0,0
g25754,0,0
g25755,0,0
g25756,0,0
g25757,0,0
g25758,452,591
g25759,6,9
g25760,0,0
g25761,607,349
g25762,3,3
g25763,231,197
g25764,900,844
g25765,0,4
g25766,1,0
g25767,2365,1980
g25768,2,0
g25769,0,0
g25770,6658,4724
g25771,124,116
g25772,711,858
g25773,26,24
g25774,23,50
g25775,0,0
g25776,0,0
g25777,0,0
g25778,0,0
g25779,354,387
g25780,10,41
g25781,1,4
g25782,3,0
g25783,185,149
g25784,0,0
g25785,0,0
g25786,0,0
g25787,0,0
g25788,761,595
g25789,0,4
g25790,0,0
g25791,0,0
g25792,19,24
g25793,0,0
g25794,0,5
g25795,3,4
g25796,38,63
g25797,22,26
g25798,381,48
g25799,244,249
g25800,127,133
g25801,5273,4609
g25802,660,851
g25803,25,73
g25804,852,850
g25805,28,43
g25806,0,7
g25807,20,29
g25808,123,116
g25809,30,27
g25810,12,12
g25811,118,122
g25812,0,0
g25813,4,2
g25814,0,0
g25815,0,0
g25816,0,0
g25817,2,2
g25818,24,111
g25819,815,403
g25820,0,0
g25821,9,45
g25822,74,46
g25823,0,0
g25824,0,0
g25825,0,0
g25826,0,0
g25827,0,0
g25828,0,0
g25829,0,0
g25830,0,0
g25831,0,0
g25832,0,0
g25833,0,0
g25834,0,0
g25835,0,0
g25836,0,0
g25837,0,0
g25838,0,0
g25839,0,0
g25840,0,0
g25841,0,0
g25842,0,0
g25843,0,0
g25844,0,0
g25845,0,0
g25846,0,0
g25847,0,0
g25848,0,0
g25849,0,0
g25850,0,0
g25851,0,0
g25852,0,0
g25853,0,0
g25854,0,0
g25855,0,0
g25856,0,0
g25857,0,0
g25858,0,0
g25859,0,0
g25860,0,0
g25861,0,0
g25862,0,0
g25863,0,0
g25864,0,0
g25865,0,0
g25866,0,0
g25867,0,0
g25868,0,0
g25869,0,0
g25870,0,0
g25871,0,0
g25872,0,0
g25873,0,0
g25874,0,0
g25875,0,0
g25876,0,0
g25877,1,3
g25878,0,0
g25879,0,0
g25880,0,0
g25881,0,0
g25882,0,0
g25883,0,0
g25884,0,0
g25885,0,0
g25886,0,0
g25887,0,0
g25888,482,525
g25889,559,648
g25890,2,1
g25891,1,1
g25892,159,164
g25893,0,0
g25894,730,779
g25895,250,239
g25896,43,34
g25897,901,711
g25898,8,5
g25899,3,4
g25900,152,170
g25901,93,106
g25902,69,96
g25903,0,0
g25904,38,70
g25905,0,1
g25906,525,314
g25907,516,310
g25908,1,0
g25909,124,93
g25910,203,178
g25911,3,4
g25912,206,130
g25913,35,17
g25914,1,0
g25915,0,0
g25916,0,0
g25917,0,0
g25918,0,0
g25919,0,0
g25920,0,0
g25921,0,0
g25922,0,0
g25923,0,0
g25924,0,0
g25925,0,0
g25926,0,0
g25927,0,0
g25928,0,0
g25929,0,0
g25930,0,0
g25931,0,0
g25932,0,0
g25933,0,0
g25934,0,0
g25935,0,0
g25936,0,0
g25937,0,0
g25938,0,0
g25939,0,0
g25940,0,0
g25941,0,0
g25942,0,0
g25943,0,0
g25944,0,0
g25945,0,0
g25946,10,7
g25947,8,9
g25948,28,9
g25949,1,0
g25950,1,0
g25951,0,0
g25952,280,242
g25953,6,66
g25954,0,0
g25955,12,20
g25956,2733,2317
g25957,421,346
g25958,154,135
g25959,122,89
g25960,0,0
g25961,0,0
g25962,0,0
g25963,0,16
g25964,1474,1345
g25965,463,501
g25966,3231,2224
g25967,0,0
g25968,0,1
g25969,1,3
g25970,0,0
g25971,0,1
g25972,9,5
g25973,2,0
g25974,0,0
g25975,0,0
g25976,0,0
g25977,4,17
g25978,354,372
g25979,8,13
g25980,5,11
g25981,11,20
g25982,1836,1681
g25983,399,331
g25984,110,86
g25985,73,68
g25986,200,189
g25987,51,92
g25988,2,3
g25989,143,148
g25990,8,8
g25991,0,0
g25992,23,27
g25993,0,0
g25994,38,103
g25995,11,13
g25996,0,0
g25997,0,0
g25998,0,0
g25999,2,4
g26000,0,0
g26001,0,0
g26002,0,0
g26003,7,7
g26004,794,839
g26005,55,74
g26006,10,20
g26007,429,371
g26008,344,388
g26009,2,17
g26010,0,0
g26011,0,0
g26012,31,74
g26013,134,513
g26014,26,100
g26015,0,3
g26016,2,4
g26017,0,0
g26018,0,0
g26019,0,0
g26020,0,0
g26021,0,0
g26022,0,0
g26023,0,0
g26024,4,0
g26025,0,0
g26026,84,106
g26027,668,570
g26028,215,179
g26029,0,0
g26030,0,0
g26031,0,0
g26032,0,0
g26033,12,65
g26034,0,0
g26035,1,0
g26036,0,2
g26037,0,0
g26038,55,105
g26039,0,0
g26040,288,164
g26041,0,0
g26042,0,0
g26043,0,17
g26044,3,10
g26045,3,7
g26046,0,0
g26047,0,0
g26048,0,0
g26049,0,0
g26050,2,0
g26051,0,0
g26052,0,0
g26053,0,0
g26054,0,0
g26055,0,0
g26056,0,0
g26057,0,0
g26058,0,0
g26059,0,0
g26060,0,0
g26061,0,0
g26062,0,0
g26063,0,0
g26064,0,0
g26065,0,0
g26066,0,0
g26067,0,0
g26068,0,0
g26069,0,0
g26070,0,9
g26071,1,6
g26072,1084,1011
g26073,117,150
g26074,0,0
g26075,261,256
g26076,9,8
g26077,229,246
g26078,55,144
g26079,1,7
g26080,1,0
g26081,0,0
g26082,249,272
g26083,0,0
g26084,0,0
g26085,0,0
g26086,15,25
g26087,294,345
g26088,3,4
g26089,0,0
g26090,0,0
g26091,0,2
g26092,0,0
g26093,0,0
g26094,3,7
g26095,0,0
g26096,0,0
g26097,2,0
g26098,0,0
g26099,117,151
g26100,0,0
g26101,0,0
g26102,1,1
g26103,0,0
g26104,0,0
g26105,0,1
g26106,0,0
g26107,0,0
g26108,0,0
g26109,0,0
g26110,0,0
g26111,0,0
g26112,0,0
g26113,0,0
g26114,1,0
g26115,1,0
g26116,0,0
g26117,0,0
g26118,4,12
g26119,12,11
g26120,0,0
g26121,0,0
g26122,0,0
g26123,0,0
g26124,0,0
g26125,0,0
g26126,0,0
g26127,0,0
g26128,0,0
g26129,0,0
g26130,0,0
g26131,0,0
g26132,0,0
g26133,0,0
g26134,0,0
g26135,0,0
g26136,0,0
g26137,0,0
g26138,0,0
g26139,0,0
g26140,0,0
g26141,0,0
g26142,0,0
g26143,0,0
g26144,0,0
g26145,0,0
g26146,211,264
g26147,11,6
g26148,0,0
g26149,0,0
g26150,6,13
g26151,96,17
g26152,4,1
g26153,133,163
g26154,22,18
g26155,0,0
g26156,0,0
g26157,19,35
g26158,0,0
g26159,12,18
g26160,0,0
g26161,136,100
g26162,1419,919
g26163,88,180
g26164,37,33
g26165,0,0
g26166,75,83
g26167,1,0
g26168,14,41
g26169,0,0
g26170,0,0
g26171,0,0
g26172,5,3
g26173,0,0
g26174,0,0
g26175,0,0
g26176,0,1
g26177,0,0
g26178,0,0
g26179,0,0
g26180,48,55
g26181,298,199
g26182,1762,1991
g26183,9,5
g26184,19,7
g26185,0,0
g26186,0,0
g26187,0,1
g26188,0,0
g26189,1,0
g26190,2,0
g26191,0,0
g26192,0,0
g26193,0,0
g26194,0,0
g26195,111,85
g26196,0,0
g26197,0,0
g26198,0,0
g26199,0,0
g26200,17,84
g26201,213,76
g26202,3921,1990
g26203,131,114
g26204,4,51
g26205,35,449
g26206,7,96
g26207,1,0
g26208,6,7
g26209,4,1
g26210,3398,2004
g26211,675,683
g26212,11,23
g26213,2,3
g26214,12,27
g26215,324,378
g26216,723,538
g26217,413,547
g26218,596,706
g26219,6,3
g26220,61,61
g26221,403,340
g26222,74,137
g26223,744,1272
g26224,369,384
g26225,5,9
g26226,0,1
g26227,298,309
g26228,0,0
g26229,0,0
g26230,1,1
g26231,2114,2979
g26232,460,487
g26233,56,41
g26234,5,6
g26235,67,98
g26236,465,363
g26237,1346,1412
g26238,336,388
g26239,214,172
g26240,454,500
g26241,95,105
g26242,258,195
g26243,320,209
g26244,227,218
g26245,521,582
g26246,2001,1098
g26247,0,0
g26248,0,0
g26249,4,0
g26250,0,0
g26251,0,0
g26252,0,0
g26253,0,0
g26254,0,0
g26255,0,0
g26256,0,0
g26257,0,0
g26258,0,0
g26259,0,1
g26260,247,304
g26261,135,199
g26262,0,0
g26263,12,19
g26264,154,167
g26265,54,57
g26266,187,188
g26267,162,112
g26268,2,0
g26269,13,16
g26270,2032,1090
g26271,0,0
g26272,0,0
g26273,0,0
g26274,0,0
g26275,419,598
g26276,0,3
g26277,714,524
g26278,0,0
g26279,0,0
g26280,0,0
g26281,0,0
g26282,0,0
g26283,0,0
g26284,0,0
g26285,0,0
g26286,4,17
g26287,0,0
g26288,0,0
g26289,1,0
g26290,2,0
g26291,0,0
g26292,11,45
g26293,0,0
g26294,59,165
g26295,0,0
g26296,2,2
g26297,728,649
g26298,125,132
g26299,0,0
g26300,0,1
g26301,0,0
g26302,0,0
g26303,0,0
g26304,0,0
g26305,0,0
g26306,0,0
g26307,0,0
g26308,0,0
g26309,0,0
g26310,0,0
g26311,0,0
g26312,0,0
g26313,0,0
g26314,0,0
g26315,0,0
g26316,0,0
g26317,0,0
g26318,0,0
g26319,0,0
g26320,0,0
g26321,0,0
g26322,0,0
g26323,0,0
g26324,0,0
g26325,0,0
g26326,0,0
g26327,124,160
g26328,1,11
g26329,450,509
g26330,1,1
g26331,0,0
g26332,234,213
g26333,49,48
g26334,60,88
g26335,0,0
g26336,2,6
g26337,0,1
g26338,217,540
g26339,5,9
g26340,30,37
g26341,2,6
g26342,24,32
g26343,5,11
g26344,2,16
g26345,153,227
g26346,0,2
g26347,3,7
g26348,8,12
g26349,0,1
g26350,257,199
g26351,0,2
g26352,151,222
g26353,0,0
g26354,1,2
g26355,0,0
g26356,0,0
g26357,0,0
g26358,567,564
g26359,0,2
g26360,0,0
g26361,0,0
g26362,3,9
g26363,7,20
g26364,267,439
g26365,240,240
g26366,10,26
g26367,467,461
g26368,0,0
g26369,270,319
g26370,0,0
g26371,2,3
g26372,69,93
g26373,0,0
g26374,30,15
g26375,0,0
g26376,912,491
g26377,8,12
g26378,396,57
g26379,4240,1919
g26380,9,7
g26381,515,321
g26382,363,267
g26383,1790,1375
